figure,printed_panel,build_path,source_dir,source_file,source_script,source_data,printed_rect_mm,reproduces_published,note,verdict,verdict_date,evidence,verdict_note
2,H,slotted,02_G,02_G/mp4_horizontal_boxplot.svg,02_G/create_mp45_horizontal_boxplot.py,BASE_DIR; STOMACH_NMF_DIR; EPITHELIAL_H5AD; {sample}_nmf_k{k}_genes.csv,"97.1,62.3,132.2,91.1",no,"2026-09-16 (the author's fifth reading: 'the ns is grey'): the Kruskal-Wallis bracket and its ns in black; boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; comparator against ba16ba3: only removed point collections and bracket/label positions moved (scratchpad/r41w2/cmp_*.log). Superseded 2026-09-14 (author's ruling): the bracket spans the four groups the permutation test compares, not Pre-R to Pre-NR; see 02_G/SUPERSEDED.md. 2026-09-14: P value two decimals; fliers 0.79 mm as published; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 35.1 x 33 mm on the v2 grid (published 35.1 x 28.8; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: title reads MP4 as the page prints it; the obs column stays S-MP4. Redrawn 1:1 at 35.1 x 28.8 mm, at its own printed sub-box. Content gate CONTENT IDENTICAL against the harvest of the archived script frozen in 11_Version_B_Restyle/_audit/frozen_A/. Size, type, family, editability, overlap, overprint and painted-over checks pass; overflow (0,0,0,0) and the panel-letter cell clear. 10 spans at 6-7 pt, one family, no <image>. Fill 97% x 94%. THE SPLIT: one drawing printed as two lettered panels. 02_G's script drew MP4 and MP5 as two axes of one figure while the page letters them H and I and gives each its own footprint with a 2.4 mm gutter, which a slot-preserving assembler cannot fill from one file. The script now builds one figure per printed letter, in printed order, from the same data: the scores, the groups, the permutation and Kruskal-Wallis tests, the brackets and every string are computed by the same code. The gate compares both halves in one run against the frozen harvest regrouped into one figure per axes by 11_Version_B_Restyle/_audit/regroup_frozen_harvest.py - the same axes harvests, moved between lists, nothing recomputed - and reports CONTENT IDENTICAL over 2 figures and 2 axes. Round 38: ns bracket over Post-R/Pre-NR/Post-NR (Kruskal-Wallis) drawn again under the one-vs-three bracket; scores and tests read from data/ (cnsfig.cache); P at STAR_PT rule. Round 39 (2026-09-15, evening): the P bracket runs from Pre-R to the centre of the ns bracket (x 0-2, as the submitted panel drew it); values unchanged; SUPERSEDED.md now records only the two-sided P values as the divergence.",reproduced,2026-09-16,10_Reproduction/Figure_2_H.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): the bracket spans the four groups the permutation test compares; the ns bracket gone. Same values. structural +0.73, numbers 1/1, words 100%"
2,I,slotted,02_G,02_G/mp5_horizontal_boxplot.svg,02_G/create_mp45_horizontal_boxplot.py,BASE_DIR; STOMACH_NMF_DIR; EPITHELIAL_H5AD; {sample}_nmf_k{k}_genes.csv,"134.6,62.3,168.0,91.2",no,"2026-09-16 (the author's fifth reading: 'the ns is grey'): the Kruskal-Wallis bracket and its ns in black; boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; comparator against ba16ba3: only removed point collections and bracket/label positions moved (scratchpad/r41w2/cmp_*.log). Superseded 2026-09-14 (author's ruling): the bracket spans the four groups the permutation test compares, not Pre-R to Pre-NR; see 02_G/SUPERSEDED.md. 2026-09-14: P value two decimals; fliers 0.79 mm as published; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 33.4 x 33 mm on the v2 grid (published 33.4 x 28.9; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: title reads MP5 as the page prints it; the obs column stays S-MP5. Redrawn 1:1 at 33.4 x 28.9 mm, at its own printed sub-box. Content gate CONTENT IDENTICAL against the harvest of the archived script frozen in 11_Version_B_Restyle/_audit/frozen_A/. Size, type, family, editability, overlap, overprint and painted-over checks pass; overflow (0,0,0,0) and the panel-letter cell clear. 10 spans at 6-7 pt, one family, no <image>. Fill 97% x 94%. The MP5 half of the split described in the Figure 2 H row; both halves are drawn by 02_G/create_mp45_horizontal_boxplot.py and gated together. Round 38: ns bracket over Post-R/Pre-NR/Post-NR (Kruskal-Wallis) drawn again under the one-vs-three bracket; scores and tests read from data/ (cnsfig.cache); P at STAR_PT rule. Round 39 (2026-09-15, evening): the P bracket runs from Pre-R to the centre of the ns bracket (x 0-2, as the submitted panel drew it); values unchanged.",reproduced,2026-09-16,10_Reproduction/Figure_2_I.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): the bracket spans the four groups the permutation test compares; the ns bracket gone. Same values. structural +0.75, numbers 1/1, words 100%"
2,J,slotted,02_I,02_I/checkpoint_dotplot_flipped.svg,02_I/create_checkpoint_dotplot_flipped.py,BASE_DIR; EPITHELIAL_H5AD; OUTPUT_DIR,"4.3,95.7,109.2,150.1",yes,"2026-09-16 (the author's fifth reading: 'the p > 0.15 dots could be smaller'): the smallest tier's area ratio 0.30 -> 0.15 (key dot alike); comparator: 27 dot sizes and the key dot, nothing else (scratchpad/r41w2). 2026-09-14: dots at the published three sizes (1.40/1.81/2.21 mm), gene labels at 75 degrees (45 collides at 6 pt on a 3.3 mm pitch), no y grid; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 104.9 x 62 mm on the v2 grid (published 104.9 x 54.4; 12_Figure_Refactor/build_grid_v2.py). Redrawn 1:1 at 104.9 x 54.4 mm. Content gate CONTENT IDENTICAL against the harvest of the archived script frozen in 11_Version_B_Restyle/_audit/frozen_A/. Size, type, family, editability, overlap, overprint and painted-over checks pass; overflow (0,0,0,0) and the panel-letter cell clear. 45 spans at 6-7 pt, one family, one <image> (the colour bar). Fill 93% x 94%. One change to the drawing and none to a value: the twenty-nine gene labels are set upright rather than at 45 degrees. Twenty-nine ticks across this plotting box stand 3.3 mm apart and a label set at an angle puts its own depth across its neighbour's, so at 45 degrees the twenty-eight adjacent pairs overlap by up to 4.6 mm2 and at 60 degrees by up to 0.9 mm2, whatever their length. Same genes, same order, same tick positions, same strings. No string was shortened. The upright labels were measured against the slot rather than assumed: the gene label band is 9.30 mm deep at 45 degrees and 10.71 mm upright, 1.41 mm more, with the deepest label (TNFRSF18) going from 9.29 to 10.70 mm. It still ends 0.23 mm inside the foot of the 54.4 mm slot and the panel leaves 2.37 mm unused at the top, so the extra depth comes out of slack the panel already had. The page prints no gene label live on this panel, so there was nothing to restore. Round 38: statistics read from data/checkpoint_stats.csv (cnsfig.cache); the three significance areas 1 : 0.55 : 0.30 (largest 2.5 mm) so the two significant classes stand apart from the third; legend key-to-label pad widened.",reproduced_by_reading,2026-09-16,10_Reproduction/Figure_2_J.png,"structural +0.32, panel states no numbers, printed side has no text layer, vs archive +0.40; read 2026-08-30: 29 checkpoint genes, CEACAM6..VTCN1 in the printed order"
2,K,slotted,02_J; 02_K,02_J/ceacam6_pre_boxplot.svg; 02_K/ceacam5_pre_boxplot.svg,02_J/create_ceacam6_boxplot.py; 02_K/create_ceacam5_boxplot.py,BASE_DIR; EPITHELIAL_H5AD; OUTPUT_DIR,"115.2,102.8,159.9,123.3",yes,"2026-09-16 (the author's fifth reading): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; comparator against ba16ba3: only removed point collections and bracket/label positions moved (scratchpad/r41w2/cmp_*.log). 2026-09-14: horizontal Pre-R/Pre-NR ticks, one y label on the left box, published 0.5-step ruler, sub-boxes re-split 21.8/21.8 mm inside the slot, fliers 0.79 mm; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 44.7 x 23 mm on the v2 grid (published 44.7 x 20.5; 12_Figure_Refactor/build_grid_v2.py). Both boxes redrawn 1:1 at their printed sub-boxes (17.7 x 19.3 and 19.1 x 19.3 mm) and every gate passes: 7 spans each at 6-7 pt, one family, no <image>, no overlap, no overprint, overflow (0,0,0,0). Fill 93% x 90% and 94% x 90%. The printed letter K sits to the left of both sub-boxes, so neither reserves a corner for it. Content gate CONTENT IDENTICAL against the harvest of the archived script frozen in 11_Version_B_Restyle/_audit/frozen_A/. Size, type, family, editability, overlap, overprint and painted-over checks pass; overflow (0,0,0,0) and the panel-letter cell clear. No string was shortened - the y label, the title and the R/NR ticks all fit unabbreviated in a 17.7 mm box. The two response ticks are restored from the page, which prints 'Pre-R' and 'Pre-NR' at 4 pt on both boxes where the scripts set 'R' and 'NR'. Drawn horizontally at 6 pt they run into each other - the two ticks stand 5.5 mm apart and the pair sets 12.57 mm, so on the 17.7 mm box they overlap by 1.08 mm and on the 19.1 mm box by 0.16 mm - and the collision does not read as two overlapping words, because two strings that touch are extracted as one. They are set at 45 degrees instead, where each clears the other. The y axis then carries three gradations rather than five: the fourth printed against the bracket's P value on a 19.3 mm box. Same scale, same limits, same data; only how finely the ruler is marked changes. The gene titles are set in italic, as the page sets them. Both P values needed nothing: the scripts compute 0.0571 and 0.1143 and the page prints P = 0.057 and P = 0.114.",reproduced,2026-09-16,10_Reproduction/Figure_2_K.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): frames at fixed millimetres, one split for K and L, boxes off the spines, titles as rich runs. Same values. structural -0.03, numbers 2/2, words 100%, vs archive +0.02"
2,L,slotted,02_N; 02_O,02_N/ceacam6_prjeb25780_boxplot.svg; 02_O/ceacam5_prjeb25780_boxplot.svg,02_N/create_ceacam6_prjeb25780_boxplot.py; 02_O/create_ceacam5_prjeb25780_boxplot.py,OUTPUT_DIR,"116.3,127.6,161.9,148.0",yes,"2026-09-14: horizontal Pre-R/Pre-NR ticks, titles '(Epi)' restored, one y label on the left box, points 0.76 mm as published; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 45.6 x 23 mm on the v2 grid (published 45.6 x 20.4; 12_Figure_Refactor/build_grid_v2.py). Both boxes redrawn 1:1 at their printed sub-boxes (22.1 x 20.2 and 22.1 x 19.9 mm) and every gate passes: 10 spans each at 6-7 pt, one family, no <image>, no overlap, no overprint, overflow (0,0,0,0). Fill 94% x 90% and 94% x 89%. The printed letter L sits inside the first sub-box, which reserves its corner; the second does not. Content gate CONTENT IDENTICAL against the harvest of the archived script frozen in 11_Version_B_Restyle/_audit/frozen_A/. Size, type, family, editability, overlap, overprint and painted-over checks pass; overflow (0,0,0,0) and the panel-letter cell clear. Two declared renames, both line breaks and neither dropping a word: the title, because a title is centred on its plotting box and at 7 pt the one-line form sets 18.5 mm against a box of at most 15.5 mm; and the y axis label, because a one-line rotated label sets 19.2 mm on a 20.2 mm box and reaches into the panel-letter corner wherever it is centred. Declared in RENAMES_FIGURE_2 in 00_Config/shared/labels.py. The two response ticks are restored from the page, which prints 'Pre-R' and 'Pre-NR' at 4 pt on both boxes; drawn horizontally they overlap by 0.70 mm on a 22.1 mm box, so they are set at 45 degrees, as on panel K. That deepens the tick band and shortens the axes, which pushed the bracket's P value into the second line of a two-line title, so each title now carries its gene alone - the form panel K's titles take and the form the page prints panel K's in. Both P values needed nothing: the scripts compute 0.0558 and 0.0591 and the page prints P = 0.056 and P = 0.059.",reproduced,2026-09-15,10_Reproduction/Figure_2_L.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): frames at fixed millimetres, one split for K and L, boxes off the spines, titles as rich runs. Same values. structural -0.00, numbers 2/2, words 100%, vs archive +0.10"
2,M,slotted,02_L,02_L/ihc_representative_1x6.svg,02_L/create_ihc_representative_2x2.py,THUMB_DIR; OUTPUT_DIR,"3.0,155.9,126.2,186.2",yes,"2026-09-14: every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 123.2 x 34 mm on the v2 grid (published 123.2 x 30.3; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: the two grouping rules under the image triplets are drawn again, spanning the images they group. Redrawn 1:1 at 123.2 x 30.3 mm. Content gate CONTENT IDENTICAL against the harvest of the archived script frozen in 11_Version_B_Restyle/_audit/frozen_A/. Size, type, family, editability, overlap, overprint and painted-over checks pass; overflow (0,0,0,0) and the panel-letter cell clear. 8 spans at 7 pt, one family, six <image> (the six micrographs). Fill 99% x 91%. The source file is corrected here from 02_L/ihc_representative_2x3.svg to 02_L/ihc_representative_1x6.svg: the printed panel is one row of six images, aspect 4.07, and the 1x6 drawing is aspect 3.69 while the 2x3 drawing is aspect 1.44 and is a different, two-row figure. The script has always written the 1x6 stem. cnsplots turns the top and right spines off, which is right for a data axes and wrong for a photograph, so the earlier drawing's four-sided image border is restored inside its own spine loop. The two group labels are restored from the page, which prints 'Pre-NR' and 'Pre-R' at 8 pt under the two triplets where the script set 'NR' and 'R'. The six column titles already match the page word for word. REPORTED, NOT CHANGED: the page sets those six titles roman while this script sets the two marker names italic, which is the convention the rest of the figure follows and which the page itself follows on panels D and K; the page is inconsistent with itself here and the script's italic is kept.",reproduced_by_reading,2026-09-15,10_Reproduction/Figure_2_M.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): the stain names upright (proteins). Same values. structural +0.48, panel states no numbers, printed side has no text layer, vs archive +0.80; read 2026-08-30: 6 IHC images, H&E/CEACAM5/CEACAM6 x NR/R"
2,N,slotted,02_M,02_M/ihc_combined_boxplot.svg,02_M/create_ihc_combined_boxplot.py,OUTPUT_DIR; IHC_COLOR_DECONV_CSV; IHC_CSV,"129.2,155.9,160.9,185.3",yes,"2026-09-16 (the author's fifth reading): boxes and brackets through cnsfig.boxes (draw_boxes/bracket: RULE_PT lines, 0.79 mm open fliers, the label's ink 0.4 mm above the bracket line) at the author's ruling of one box style throughout; DECLARED DEPARTURE, visualisation only: the individual sample points are no longer drawn (author's ruling 2026-09-16); fliers now drawn (were hidden); 'P = 0.057' through p_label as 'P = 0.06' (declared alias); comparator against ba16ba3: only removed point collections and bracket/label positions moved (scratchpad/r41w2/cmp_*.log). 2026-09-14: every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 31.7 x 33 mm on the v2 grid (published 31.7 x 29.4; 12_Figure_Refactor/build_grid_v2.py). Redrawn 1:1 at 31.7 x 29.4 mm. Content gate CONTENT IDENTICAL against the harvest of the archived script frozen in 11_Version_B_Restyle/_audit/frozen_A/. Size, type, family, editability, overlap, overprint and painted-over checks pass; overflow (0,0,0,0) and the panel-letter cell clear. 10 spans at 6-7 pt, one family, no <image>. Fill 97% x 93%. No string was shortened: the two-line R and NR tick labels keep their sample counts, which fit in a 31.7 mm box at 6 pt. The two response ticks are restored from the page, which prints 'Pre-R' and 'Pre-NR' at 6 pt where the script set 'R' and 'NR' with the sample counts. The counts are in the figure legend. The P value needed nothing: the script computes 0.0571 and the page prints P = 0.057.",reproduced,2026-09-16,10_Reproduction/Figure_2_N.png,"structural +0.78, numbers 1/1, words 100%, vs archive +0.34"
2,,patched,02_C1,,02_C1/create_tumor_score_umap.py,,,na,"dropped before submission: tumour-score UMAP. Verified 2026-08-30: the printed Figure 2 carries fourteen letters A-N, all fourteen mapped to other directories, and none of ""Jaccard"", ""CNV"" or ""tumor score"" occurs in the text of any of the seventeen shipped figures. Excluded from the release by UNPUBLISHED in update_release.py, except 02_P, which assemble_figure_2.py still reads as its panel I.",not_published,2026-09-09,"10_Reproduction/compare_panel_content.py, 2026-09-09, against the pre-repoint script archived at 07_Archive/2026-09-09_round19_epithelial/03_Revised_Panels/Main_Figures/02_Figure_2/02_C1/create_tumor_score_umap.py (md5 9a6beeb9c8039965a69730134d96ce4b): the archived script was run from a mirror directory so that its 00_Config import resolves, its harvest frozen with --json, and the live script compared against it both directly and by --against-json replay. 1 figure, 2 axes compared to 9 dp, CONTENT IDENTICAL - every plotted value and every string matches. Both sides load 149,373 cells and carry tumor_score on 146,610 of them.",no printed panel maps to this directory; artefact appears in no figure
2,,patched,02_C2,,02_C2/create_cnv_score_umap.py,,,na,"dropped before submission: CNV-score UMAP. Verified 2026-08-30: the printed Figure 2 carries fourteen letters A-N, all fourteen mapped to other directories, and none of ""Jaccard"", ""CNV"" or ""tumor score"" occurs in the text of any of the seventeen shipped figures. Excluded from the release by UNPUBLISHED in update_release.py, except 02_P, which assemble_figure_2.py still reads as its panel I.",not_published,2026-08-30,,no printed panel maps to this directory; artefact appears in no figure
2,,patched,02_E2,,02_E2/create_c2_proportion_adjusted.py,,,na,"Published after all, but not in Figure 2: this directory's residual boxplot is printed as Supplementary Figure S2 panel D ('Primary Tumor, Epi_CEACAM5/6 (Tumor-score adjusted)', 'Residual proportion (%)', P = 0.03) in the submitted manuscript, 00_GROUND_TRUTH/Manuscript_CIR_combined.pdf p. 45, and was restored to the shipped S2 on 2026-09-08 (row S2,D). The 2026-08-30 check that 'tumor score' occurs in no shipped figure was true of the seven-panel S2 file then in 00_GROUND_TRUTH, which was not the submitted version. The printed Figure 2 carries fourteen letters A-N, all mapped to other directories. Still excluded from the release by UNPUBLISHED in update_release.py; that exclusion should be lifted now that the panel is published (reported 2026-09-08, not changed here).",reproduced_by_reading,2026-09-09,"8 filled dots read off page 45 of 00_GROUND_TRUTH/Manuscript_CIR_combined.pdf at the panel's own geometry: 4 R (x 342-348 pt) and 4 NR (x 401-404 pt) with one crossing pair (U = 1); exact Mann-Whitney at 4 vs 4 gives one-sided 2/70 = 0.029, two-sided 4/70 = 0.057 Re-run 2026-09-09 after the repoint onto EPITHELIAL_DEPOSIT_H5AD: 10_Reproduction/compare_panel_content.py against the pre-repoint script archived at 07_Archive/2026-09-09_round19_epithelial/03_Revised_Panels/Main_Figures/02_Figure_2/02_E2/create_c2_proportion_adjusted.py (md5 4f277c961662a1c18774a2e28a620be5), frozen with --json and replayed with --against-json. 2 figures, 2 axes compared to 9 dp, CONTENT IDENTICAL. Both sides print beta = -0.0041, R^2 = 0.0000, raw slope = -0.288, p_fit = 0.9922, and residual means R -3.62 vs NR 3.62 at p = 0.0571.","see row S2,D; this row stays so that check 2 keeps every Figure 2 directory mapped"
2,,patched,02_P,,02_P/create_stomach_jaccard_heatmap.py,,,na,"dropped before submission: stomach NMF Jaccard heatmap. Verified 2026-08-30: the printed Figure 2 carries fourteen letters A-N, all fourteen mapped to other directories, and none of ""Jaccard"", ""CNV"" or ""tumor score"" occurs in the text of any of the seventeen shipped figures. Excluded from the release by UNPUBLISHED in update_release.py, except 02_P, which assemble_figure_2.py still reads as its panel I.",not_published,2026-08-30,,no printed panel maps to this directory; artefact appears in no figure
3,A,slotted,03_A,03_A/ceacam_cd274_scatter.svg,03_A/create_ceacam_cd274_scatter.py,EPITHELIAL_DEPOSIT_H5AD; OUTPUT_DIR,"7.2,5.7,55.9,28.8",yes,"2026-09-14: three-line title (In house / (scRNA-seq) / rho, P) centred on each plot, regular weight; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 48.7 x 38 mm on the v2 grid (published 48.7 x 23.1; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: dataset title 'In house (scRNA-seq)' restored over each axes on the published pattern (wrapped to the column); one y label and one ruler on the left; markers at the published 0.52 mm (were 1.16); rule at 0.6 pt; box aspect freed. Redrawn 1:1 at 48.7 x 23.1 mm. Gates: size exact against panel_rects.csv, 6.0-7.0 pt, one embedded family (NimbusSans), no unembedded base-14, vector <text>, no overlapping or overprinted string, overflow (0,0,0,0), panel-letter cell clear. Content gate IDENTICAL+ticks against the frozen harvest of the archived script (11_Version_B_Restyle/_audit/frozen_A/). Slot fill, unused l/r/b/t: 1.95 0.76 1.27 0.42 mm  (94% x 92%). Two square scatter axes in a 48.7 x 23.1 mm slot. Renames: each axes' title loses the cohort name, which is stated in the caption, and prints its own correlation and P value on two lines; the x labels carry the gene alone; the y label is re-wrapped onto two lines. At 7 pt the one-line y label sets 35.8 mm and the label is rotated, so that length is vertical. NO SHARED LEGEND: A and D colour their points by treatment phase and response, in five categories; B and E colour theirs by vital status, in two. One legend for the four would have to state one of those two colour schemes for panels drawn in the other, so each panel keeps the legend it draws: A draws none, D draws the five groups once for both its axes, and B and E each draw the two statuses inside their axes. THE GROUP KEY IS DRAWN ONCE ON THE ROW: the published page draws the same five-group key on both A and D, and the redraw draws it on D alone. A and D sit on one printed row and colour their points by the same scheme, so the row keys the five groups once. Measured: on the page that key occupies 6.9 mm at 3.2 pt; at 6 pt it needs about 11 mm, and A's ink already uses 46.0 mm of its 48.7 mm slot, so carrying it here would cut each plotting box from 9.8 mm square to about 5.5 mm to repeat what the row already states. No script on disk emits that key for A. INPUT: the counts are read from the epithelial object's own layers['counts'] instead of from a second file holding the same counts with the genes in alphabetical order. Aligned on gene name the two agree over all 203,799,816 non-zeros with a largest value difference of zero, every gene is selected by name rather than by position, and the content gate reports every plotted value and every string unchanged against the frozen harvest. Round 38: five-group key restored (published; dropped undeclared) at cnsfig.legend.group_key's 1.3 mm circles; slot widened to 58.9 mm from C; y label lowered clear of the 10 pt letter cell; samples read from data/primary_samples.csv (cnsfig.cache).",reproduced,2026-09-15,10_Reproduction/Figure_3_A.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): 13.5 mm square boxes, rho inside, P in the legend (corr_stats), one-line title, y label without its unit line. Same values. structural -0.00, numbers 4/4, words 100%, vs archive +0.15"
3,B,slotted,03_C,03_C/tcga_ceacam_cd274.svg,03_C/create_tcga_ceacam_scatter.py,TCGA_RAW_DIR; OUTPUT_DIR,"6.7,29.4,54.1,52.3",yes,"2026-09-14: two-line title (TCGA-STAD / rho, P), no n, centred, regular weight; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 47.4 x 38 mm on the v2 grid (published 47.4 x 22.9; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: dataset title 'TCGA-STAD (n = ...)' restored over each axes; one y label and one ruler; Dead/Alive key moved off the data into a reserved strip at the right; markers at the published 0.42 mm. Redrawn 1:1 at 47.4 x 22.9 mm. Gates: size exact against panel_rects.csv, 6.0-7.0 pt, one embedded family (NimbusSans), no unembedded base-14, vector <text>, no overlapping or overprinted string, overflow (0,0,0,0), panel-letter cell clear. Content gate IDENTICAL+ticks against the frozen harvest of the archived script (11_Version_B_Restyle/_audit/frozen_A/). Slot fill, unused l/r/b/t: 0.42 0.68 0.76 0.42 mm  (98% x 94%). Two square scatter axes in a 47.4 x 22.9 mm slot, with the vital-status legend inside each axes. Renames: the cohort and its sample count leave the title for the caption; the exponent of the P value is written out, because mathtext sets a superscript at 70% of its base and 4.9 pt is below the floor; the x labels carry the gene alone and the y label is shortened to two lines. The log2 unit is stated in the caption. NO SHARED LEGEND: A and D colour their points by treatment phase and response, in five categories; B and E colour theirs by vital status, in two. One legend for the four would have to state one of those two colour schemes for panels drawn in the other, so each panel keeps the legend it draws: A draws none, D draws the five groups once for both its axes, and B and E each draw the two statuses inside their axes. Round 38: Dead/Alive key at group_key's 1.3 mm circles (was the 0.42 mm data marker); slot widened to 58.9 mm; TCGA table read from data/tcga_samples.csv (cnsfig.cache).",reproduced,2026-09-15,10_Reproduction/Figure_3_B.png,"Re-run 2026-09-15 (author's rulings of 2026-09-14 evening): 13.5 mm square boxes, rho inside, P in the legend (corr_stats), x labels without 'Epi.'. Same values. structural -0.03, numbers 4/4, words 100%, vs archive +0.05"
3,C,slotted,03_E,03_E/cd8_umap_minor_states.svg,03_E/create_cd8_umap.py,TCD8_H5AD; BASE_DIR,"59.9,6.4,105.0,50.4",yes,"2026-09-14: cluster labels at body size, four more nudged apart; every line width through panel_style_cns RULE_PT (0.6 pt) / EDGE_PT (0.25 pt); titles regular weight; P values through p_label (two decimals). 2026-09-11: slot is 45.1 x 54 mm on the v2 grid (published 45.1 x 44; 12_Figure_Refactor/build_grid_v2.py). 2026-09-11: TCD8_ prefix restored on all eight cluster labels, set bold black with no plate; two labels nudged off their centroids as the page does; point area quartered so the embedding prints pastel. Redrawn 1:1 at 45.1 x 44.0 mm. Gates: size exact against panel_rects.csv, 6.0-6.0 pt, one embedded family (NimbusSans), no unembedded base-14, vector <text>, no overlapping or overprinted string, overflow (0,0,0,0), panel-letter cell clear. Content gate CONTENT IDENTICAL against the frozen harvest of the archived script (11_Version_B_Restyle/_audit/frozen_A/). Slot fill, unused l/r/b/t: 3.89 2.37 2.46 2.29 mm  (86% x 89%). UMAP of the CD8 states in a 45.1 x 44.0 mm slot, points rasterised into one embedded image. Renames: two of the eight centroid labels are named by their marker gene, because the labels sit at the states' median positions and the two longest overprinted each other.",reproduced,2026-09-14,10_Reproduction/Figure_3_C.png,"structural +0.58, panel states no numbers, words 100%, vs archive +0.82"
